"Gender","Customer.Type","Age","Class","Flight.Distance","Inflight.wifi.service","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Baggage.handling","Checkin.service","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
"Female","Loyal Customer",50,"Eco",550,4,4,3,3,3,3,3,3,3,4,0,7,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business",2701,3,5,5,3,3,3,2,4,4,3,0,15,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Business",1846,4,4,4,5,5,5,5,4,4,5,4,0,"satisfied"
"Female","disloyal Customer",39,"Business",937,2,2,4,4,2,4,4,3,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Eco",802,2,3,3,2,2,2,2,4,4,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",3009,0,0,3,3,4,4,5,5,5,3,5,6,"satisfied"
"Male","Loyal Customer",44,"Eco",268,4,5,5,4,3,3,5,2,3,3,203,203,"satisfied"
"Female","disloyal Customer",68,"Eco",229,1,1,3,2,1,2,2,3,2,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Eco",1931,2,2,2,2,2,2,2,2,2,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Business",1192,1,1,1,5,5,5,5,3,5,3,0,4,"satisfied"
"Female","Loyal Customer",44,"Eco Plus",1005,4,1,1,3,3,3,4,4,4,2,0,13,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Business",1911,1,3,3,1,1,1,1,1,4,4,43,44,"neutral or dissatisfied"
"Female","disloyal Customer",17,"Eco",542,2,2,3,5,2,5,5,3,4,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Eco Plus",351,3,3,2,5,3,5,5,1,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Eco",425,4,4,1,1,4,1,1,3,5,3,21,19,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business",3438,3,5,3,5,4,4,4,4,4,4,7,1,"satisfied"
"Male","Loyal Customer",58,"Eco",1746,3,3,3,3,1,1,4,2,4,1,277,255,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business",189,2,2,2,3,5,4,5,5,5,4,0,0,"satisfied"
"Female","disloyal Customer",21,"Eco",261,2,2,3,1,2,1,1,4,4,3,2,6,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business",642,4,4,4,5,4,5,4,4,4,5,1,0,"satisfied"
"Male","Loyal Customer",41,"Business",3836,5,5,5,4,5,4,5,5,5,5,0,0,"satisfied"
"Female","Loyal Customer",56,"Business",383,3,3,3,5,4,4,4,4,4,4,28,24,"satisfied"
"Female","Loyal Customer",42,"Eco Plus",584,0,0,4,2,5,5,2,2,2,5,0,0,"satisfied"
"Male","Loyal Customer",28,"Eco",2399,4,4,4,4,4,2,4,4,3,3,0,11,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Eco",456,1,1,3,5,3,3,4,4,4,3,0,10,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Eco",594,3,3,3,1,3,1,1,2,4,5,28,33,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business",719,5,5,5,3,4,5,4,4,4,4,0,3,"satisfied"
"Male","Loyal Customer",53,"Business",3571,5,5,5,2,5,4,4,4,4,5,0,1,"satisfied"
"Male","Loyal Customer",46,"Business",996,3,3,3,2,5,5,4,4,4,4,0,4,"satisfied"
"Male","Loyal Customer",49,"Eco",301,3,3,4,5,3,4,5,5,5,3,1,1,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",3910,3,5,5,3,4,4,3,3,3,3,81,68,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business",319,1,1,3,2,3,3,1,1,1,1,56,59,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business",1216,1,1,1,3,4,4,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",42,"Eco",406,3,3,3,2,3,5,2,2,3,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Eco",416,5,2,2,5,5,5,5,4,1,4,10,5,"satisfied"
"Female","Loyal Customer",57,"Business",3481,2,4,2,4,5,5,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",63,"Eco",491,2,2,3,2,2,2,2,4,4,2,6,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business",109,1,1,3,5,1,5,5,1,4,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business",1167,3,3,3,1,2,3,5,5,5,1,0,0,"satisfied"
"Male","Loyal Customer",53,"Eco",583,5,3,3,4,5,4,4,1,3,1,1,8,"satisfied"
"Male","Loyal Customer",29,"Eco Plus",1747,2,4,4,2,2,2,2,2,4,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Eco",594,3,3,3,4,3,1,4,4,2,1,0,9,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business",1023,4,1,1,4,3,4,4,3,4,4,45,35,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Business",2504,4,4,4,2,4,4,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",25,"Eco",224,3,3,3,2,3,2,2,3,5,5,0,8,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business",1823,1,1,1,4,5,4,3,3,3,5,0,0,"satisfied"
"Male","Loyal Customer",31,"Business",1491,3,3,3,3,4,3,3,5,4,3,24,10,"satisfied"
"Female","Loyal Customer",51,"Business",587,4,4,4,2,5,4,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",38,"Business",299,3,3,3,1,4,3,3,3,3,4,0,14,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business",143,3,3,3,3,4,1,4,4,3,2,0,0,"satisfied"
"Female","Loyal Customer",53,"Eco Plus",802,1,1,4,1,3,4,1,1,1,3,21,14,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business",119,5,4,5,4,2,5,5,5,5,4,0,0,"satisfied"
"Female","Loyal Customer",46,"Business",2546,2,1,1,4,4,3,2,2,2,3,0,1,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",1506,2,2,2,4,4,4,4,4,4,5,15,1,"satisfied"
"Female","disloyal Customer",27,"Eco",912,2,2,3,5,2,4,5,4,5,5,0,4,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Eco",315,3,3,3,5,3,5,5,3,3,3,73,109,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Eco",1182,2,2,3,5,2,5,5,5,4,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Eco",425,2,2,3,3,2,3,3,1,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",135,2,2,2,2,5,5,5,5,5,4,0,0,"satisfied"
"Female","disloyal Customer",34,"Eco",1405,2,2,4,5,2,2,5,3,2,4,1,0,"neutral or dissatisfied"
"Female","disloyal Customer",43,"Eco",1346,3,3,2,5,3,5,5,3,3,1,0,4,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Eco",882,3,2,3,3,2,4,3,2,4,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Business",1590,1,3,3,1,1,1,1,2,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Eco",1452,5,5,3,5,5,5,5,4,4,3,1,0,"satisfied"
"Male","Loyal Customer",54,"Eco",396,3,3,1,2,3,2,2,4,5,5,0,20,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Eco",239,3,3,1,2,3,2,2,3,4,4,1,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Eco",1576,4,3,3,4,1,4,1,4,2,4,200,188,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Eco",672,2,2,1,3,2,2,3,3,4,4,9,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Eco Plus",848,3,3,4,4,5,5,1,1,5,5,0,2,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Eco",2615,3,3,3,3,5,5,1,1,2,5,0,7,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",3252,4,4,4,3,5,4,4,4,4,5,7,0,"satisfied"
"Female","Loyal Customer",40,"Business",328,0,0,3,3,5,4,2,2,2,5,16,16,"satisfied"
"Female","Loyal Customer",66,"Business",2573,3,5,5,1,2,2,3,3,3,1,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",35,"Business",414,2,2,1,3,2,3,3,3,5,3,78,73,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business",3543,1,5,1,5,5,5,5,5,1,5,43,40,"satisfied"
"Female","Loyal Customer",58,"Business",2818,3,3,3,3,4,5,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",57,"Business",1937,5,5,5,5,5,5,5,5,5,4,0,0,"satisfied"
"Female","Loyal Customer",30,"Eco",259,4,3,3,4,4,4,4,2,1,2,0,0,"satisfied"
"Male","Loyal Customer",51,"Eco",776,3,3,3,3,3,5,3,3,4,5,0,7,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Eco Plus",296,4,1,1,4,4,4,4,5,2,2,0,0,"satisfied"
"Male","Loyal Customer",42,"Eco Plus",2329,1,2,4,3,2,3,3,5,4,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Eco",528,3,3,4,1,3,1,1,3,4,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",3470,5,5,5,3,5,5,4,4,4,4,8,2,"satisfied"
"Female","Loyal Customer",41,"Business",163,0,0,3,4,5,5,5,5,5,1,0,0,"satisfied"
"Male","Loyal Customer",56,"Eco",323,2,2,4,4,2,4,4,3,3,2,40,34,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Eco",591,3,3,3,3,3,3,3,1,1,4,35,86,"satisfied"
"Female","Loyal Customer",44,"Business",1860,5,5,5,2,4,5,5,5,5,3,0,4,"satisfied"
"Male","disloyal Customer",11,"Eco",639,1,0,4,1,0,1,1,4,4,2,3,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business",2706,2,2,2,4,5,5,5,5,5,4,36,40,"satisfied"
"Male","Loyal Customer",54,"Business",3730,2,2,2,2,4,5,5,5,5,3,0,4,"satisfied"
"Male","Loyal Customer",44,"Business",2889,3,3,3,5,5,4,5,5,5,3,28,51,"satisfied"
"Female","disloyal Customer",30,"Eco",1571,1,2,3,3,1,3,3,1,3,3,45,37,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Business",1074,0,0,1,1,0,1,1,4,5,1,36,29,"satisfied"
"Male","Loyal Customer",58,"Eco",692,3,3,4,4,3,4,4,4,3,1,1,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Eco",964,4,4,1,5,5,4,2,2,3,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",9,"Eco",898,1,3,3,1,3,1,4,5,2,1,323,311,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Eco",148,0,0,2,3,0,3,3,1,2,4,0,0,"satisfied"
"Female","Loyal Customer",30,"Business",3577,5,5,5,4,4,4,4,5,4,4,0,0,"satisfied"
"Female","Loyal Customer",54,"Business",2584,3,3,3,2,5,5,2,2,2,4,14,0,"satisfied"
"Male","Loyal Customer",17,"Business",1496,2,2,2,2,3,2,2,3,3,4,2,10,"neutral or dissatisfied"
"Male","Loyal Customer",79,"Business",408,2,2,2,5,3,3,2,2,2,4,0,8,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business",1087,2,2,2,2,4,4,4,4,4,5,0,0,"satisfied"
"Female","Loyal Customer",26,"Business",1976,1,3,1,2,2,2,5,1,2,2,134,119,"satisfied"
"Female","disloyal Customer",22,"Eco",647,1,1,4,4,1,4,4,1,3,1,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",34,"Business",2475,3,3,3,3,1,1,1,1,4,1,272,270,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business",3664,2,2,2,3,5,4,4,4,4,3,0,1,"satisfied"
"Female","Loyal Customer",41,"Business",859,2,2,2,5,4,4,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",39,"Business",3653,2,2,2,5,4,4,4,4,4,4,25,23,"satisfied"
"Male","Loyal Customer",60,"Business",102,0,0,4,4,5,4,3,3,3,4,0,0,"satisfied"
"Female","Loyal Customer",12,"Eco",930,2,1,1,2,3,1,2,4,3,3,14,10,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Eco",351,2,2,3,4,2,5,4,3,5,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Eco",758,3,2,3,5,2,5,5,4,4,5,52,62,"neutral or dissatisfied"
"Male","Loyal Customer",11,"Business",2421,3,2,2,3,3,3,3,2,3,2,50,91,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Eco",447,2,2,4,2,4,4,4,3,5,4,128,142,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Eco Plus",222,2,0,2,1,3,2,4,4,4,3,0,6,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business",356,4,4,4,3,5,4,4,4,4,4,0,5,"satisfied"
"Male","Loyal Customer",58,"Business",425,5,5,5,4,4,5,5,5,5,5,0,2,"satisfied"
"Male","Loyal Customer",27,"Eco",594,5,5,5,5,5,5,5,1,3,5,0,42,"satisfied"
"Female","Loyal Customer",24,"Eco Plus",862,3,3,2,3,3,3,3,2,1,3,29,18,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Business",1547,1,1,1,3,3,3,3,2,4,5,0,0,"satisfied"
"Female","Loyal Customer",50,"Business",937,5,5,5,4,4,5,4,4,4,3,2,0,"satisfied"
"Male","Loyal Customer",31,"Business",533,2,2,2,5,5,5,5,1,4,3,0,0,"satisfied"
"Female","disloyal Customer",23,"Eco",686,3,3,4,4,3,4,4,2,4,2,14,18,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business",2583,5,5,3,5,5,2,5,5,5,5,5,0,"satisfied"
"Male","Loyal Customer",32,"Eco",725,1,0,2,5,0,1,5,1,3,4,0,6,"neutral or dissatisfied"
"Male","Loyal Customer",7,"Eco",347,4,4,4,4,4,3,4,1,3,2,0,0,"satisfied"
"Male","Loyal Customer",38,"Business",3403,1,1,1,4,5,4,5,5,5,5,0,0,"satisfied"
"Female","Loyal Customer",51,"Eco",1744,3,3,1,5,5,4,5,5,5,4,8,10,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business",2338,4,4,4,2,4,4,4,4,4,3,4,0,"satisfied"
"Male","Loyal Customer",29,"Eco",481,1,1,4,5,1,5,5,1,3,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business",2308,0,1,4,5,4,5,5,5,5,3,5,0,"satisfied"
"Male","Loyal Customer",37,"Business",141,0,0,5,4,2,1,1,1,1,4,0,0,"satisfied"
"Female","Loyal Customer",50,"Eco Plus",1185,3,3,5,5,4,5,3,3,3,5,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Eco",859,4,5,2,1,5,1,1,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",48,"Business",2809,1,1,1,2,4,3,1,1,1,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Eco",370,4,4,4,4,4,2,4,1,2,2,0,0,"satisfied"
"Female","disloyal Customer",30,"Eco",370,4,4,3,5,4,5,5,1,3,1,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Eco",259,2,0,4,4,0,4,4,2,1,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Eco",74,3,3,4,3,3,3,3,3,3,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Eco",1205,2,2,2,1,2,1,1,4,4,1,0,1,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business",552,2,2,2,5,5,5,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",42,"Eco",300,4,5,4,3,5,5,4,4,4,5,75,93,"neutral or dissatisfied"
"Male","disloyal Customer",47,"Eco",116,1,2,2,4,2,4,4,3,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business",1500,5,5,5,4,5,4,4,4,4,3,0,9,"satisfied"
"Female","Loyal Customer",48,"Eco",581,3,3,3,4,4,4,3,3,3,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business",507,1,1,3,5,1,5,2,2,2,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Business",222,1,3,3,3,3,2,3,3,1,1,0,11,"neutral or dissatisfied"
"Female","disloyal Customer",15,"Eco",299,3,3,3,1,3,5,1,3,3,4,4,10,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business",1072,3,3,3,3,5,4,4,4,4,5,0,0,"satisfied"
"Male","Loyal Customer",7,"Eco",432,1,1,3,1,1,1,1,5,5,5,8,2,"neutral or dissatisfied"
"Female","Loyal Customer",39,"Business",2258,0,0,4,4,4,4,5,5,5,4,82,102,"satisfied"
"Female","disloyal Customer",41,"Business",1379,1,1,3,1,1,1,1,4,4,5,18,0,"neutral or dissatisfied"
"Male","disloyal Customer",34,"Business",337,2,2,2,4,2,4,4,5,5,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Eco",1073,4,4,3,4,4,4,3,3,3,3,21,8,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business",1638,3,3,3,4,4,3,3,3,3,2,20,13,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business",1024,4,4,1,5,4,5,5,3,4,4,16,14,"neutral or dissatisfied"
"Male","Loyal Customer",14,"Eco",748,3,3,5,3,3,3,3,3,5,4,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Eco",965,5,5,4,5,5,5,5,4,3,1,0,5,"satisfied"
"Female","disloyal Customer",23,"Eco",1102,2,2,3,3,2,3,3,3,3,1,0,2,"neutral or dissatisfied"
"Female","Loyal Customer",72,"Business",1671,1,3,3,4,2,4,1,1,1,1,4,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business",3478,0,1,2,5,4,4,5,5,5,3,55,56,"satisfied"
"Female","Loyal Customer",43,"Eco",1035,2,3,3,4,4,4,2,2,2,4,2,15,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business",429,3,3,3,5,4,5,4,4,4,5,23,19,"satisfied"
"Female","Loyal Customer",12,"Eco",347,1,1,3,1,1,5,1,4,2,3,0,0,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Eco",606,4,4,2,2,4,2,2,5,5,4,20,15,"satisfied"
"Female","Loyal Customer",41,"Eco",920,3,3,3,3,3,3,3,3,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Business",543,2,5,5,5,3,4,2,2,2,2,61,56,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Eco",149,4,5,2,3,5,3,3,1,5,3,1,1,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Eco",2874,1,1,1,1,2,2,2,5,5,2,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Eco",977,2,3,3,2,2,2,2,4,2,4,5,10,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business",1685,2,5,5,3,3,4,2,2,2,2,58,31,"neutral or dissatisfied"
"Male","disloyal Customer",21,"Business",89,4,5,1,3,5,3,3,4,5,5,0,0,"satisfied"
"Female","Loyal Customer",40,"Eco Plus",1129,3,3,4,2,3,2,2,3,3,3,0,1,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business",1355,1,1,1,4,5,5,4,4,4,4,20,39,"satisfied"
"Male","Loyal Customer",44,"Business",3283,2,2,2,3,4,5,4,4,4,5,27,18,"satisfied"
"Male","Loyal Customer",69,"Eco",399,2,2,3,3,2,1,3,4,2,2,3,0,"neutral or dissatisfied"
"Female","disloyal Customer",40,"Business",323,4,4,5,4,3,3,1,1,4,3,106,143,"satisfied"
"Female","Loyal Customer",32,"Eco Plus",2586,3,3,3,1,3,1,1,5,4,3,0,3,"neutral or dissatisfied"
"Male","disloyal Customer",35,"Business",1050,2,2,3,4,2,4,4,3,5,3,19,20,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business",1739,3,3,4,5,3,1,5,5,3,5,57,54,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business",1991,3,3,3,4,5,5,5,5,5,5,16,12,"satisfied"
"Female","Loyal Customer",65,"Eco",406,3,3,2,2,4,5,2,2,2,5,6,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Eco",235,2,2,3,2,5,4,5,5,5,5,0,16,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Eco",200,2,2,4,1,4,3,5,5,2,2,2,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business",678,1,1,4,3,1,3,3,5,5,5,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Eco",414,2,2,4,1,2,1,1,3,4,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business",3111,0,0,1,3,5,4,2,2,2,5,0,5,"satisfied"
"Female","Loyal Customer",39,"Eco",2345,3,3,4,4,3,4,4,1,4,3,5,11,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business",2660,3,3,3,5,5,5,2,2,2,3,0,2,"satisfied"
"Female","Loyal Customer",42,"Eco",763,2,2,3,2,4,5,2,2,4,3,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",3322,1,4,1,3,4,5,4,4,5,3,1,0,"satisfied"
"Female","Loyal Customer",30,"Business",2944,5,5,5,5,5,5,5,3,2,4,0,0,"satisfied"
"Male","Loyal Customer",40,"Eco",116,1,1,4,5,1,5,5,4,4,5,0,10,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business",2404,2,2,2,4,3,3,3,4,5,3,0,3,"satisfied"
"Female","Loyal Customer",46,"Business",1583,1,1,1,3,4,4,4,4,4,5,12,0,"satisfied"
"Male","Loyal Customer",58,"Business",1371,5,5,5,2,5,5,4,4,4,4,9,31,"satisfied"
"Female","Loyal Customer",33,"Eco",190,2,2,3,1,2,1,1,3,5,4,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Eco Plus",457,3,3,2,4,5,5,4,4,4,5,0,14,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Business",728,3,3,3,2,3,1,2,3,5,4,5,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business",3509,4,3,4,4,3,5,2,2,2,4,17,10,"satisfied"
"Female","Loyal Customer",12,"Eco",737,1,1,2,2,1,2,2,4,5,4,3,1,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business",315,5,5,5,2,5,1,5,5,5,1,39,26,"satisfied"
"Female","Loyal Customer",28,"Business",1216,3,3,3,5,3,5,5,1,4,3,3,0,"neutral or dissatisfied"
"Female","disloyal Customer",38,"Business",1744,1,1,4,3,1,3,3,4,4,5,0,2,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business",2189,4,4,4,5,4,5,4,4,4,5,4,28,"satisfied"
"Female","Loyal Customer",34,"Business",1999,4,4,4,4,4,4,5,5,5,5,0,0,"satisfied"
"Male","Loyal Customer",20,"Business",1368,3,2,2,3,3,3,3,2,3,2,95,74,"neutral or dissatisfied"
"Female","disloyal Customer",39,"Business",849,3,3,3,3,3,3,3,3,3,4,129,122,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business",1089,4,4,3,2,4,5,2,4,5,5,0,0,"satisfied"
"Female","Loyal Customer",24,"Eco Plus",427,5,5,4,3,5,3,3,3,4,4,0,0,"satisfied"
"Male","disloyal Customer",17,"Business",1164,5,5,1,5,5,4,5,5,3,1,0,4,"satisfied"
"Male","disloyal Customer",42,"Eco",395,2,2,1,2,2,2,2,1,2,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business",1028,3,3,3,5,5,5,5,1,3,3,0,49,"satisfied"
"Male","Loyal Customer",36,"Business",1516,5,5,5,3,4,4,5,5,5,3,38,15,"satisfied"
"Male","Loyal Customer",29,"Eco",680,1,1,3,5,1,5,5,4,3,1,1,0,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Eco",4502,2,3,3,2,2,2,1,1,2,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business",3921,4,4,4,4,4,4,4,4,4,3,0,5,"satisfied"
"Female","Loyal Customer",57,"Eco",1050,2,2,4,2,5,3,5,5,5,1,9,37,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",2467,0,0,4,5,5,5,3,3,3,3,0,0,"satisfied"
"Female","disloyal Customer",22,"Eco",928,3,2,4,2,2,2,2,2,3,4,14,15,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business",1935,3,3,3,4,4,4,4,4,4,5,6,0,"satisfied"
"Female","Loyal Customer",24,"Business",3408,2,4,4,2,2,2,2,4,2,3,0,12,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business",874,5,5,4,5,5,5,5,4,5,3,0,0,"satisfied"
"Male","Loyal Customer",62,"Eco Plus",328,4,4,3,4,4,3,4,3,4,1,0,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Eco",1144,3,3,1,3,3,3,3,5,4,5,3,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business",3493,3,3,3,5,4,4,4,4,4,3,0,0,"satisfied"
"Female","Loyal Customer",53,"Business",1744,3,3,3,4,3,5,2,2,2,4,0,4,"satisfied"
"Female","Loyal Customer",45,"Business",3188,1,1,1,5,4,5,4,4,4,4,0,0,"satisfied"
"Male","Loyal Customer",43,"Eco",308,3,3,4,2,3,3,2,2,3,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",73,"Business",3096,4,4,4,5,5,5,4,4,4,5,0,0,"satisfied"
"Male","Loyal Customer",38,"Eco",356,3,3,5,3,3,3,3,4,3,5,68,59,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Eco",1747,4,4,4,2,4,2,2,3,3,4,0,0,"satisfied"
"Female","Loyal Customer",37,"Eco Plus",323,3,3,3,3,3,3,3,4,3,4,20,12,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Eco",140,1,1,3,1,3,3,2,5,4,3,236,239,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Eco",1927,1,1,2,5,1,3,5,1,3,1,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business",683,2,2,2,5,5,5,5,5,5,4,0,0,"satisfied"
"Male","Loyal Customer",27,"Eco Plus",1303,3,2,1,3,3,3,3,1,4,2,0,31,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Eco",416,2,2,4,3,2,3,3,1,4,5,0,1,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business",3536,2,2,2,3,4,5,5,5,5,3,0,0,"satisfied"
"Male","Loyal Customer",45,"Business",546,2,2,3,1,3,2,4,4,4,2,12,10,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Eco",1931,3,4,4,3,3,3,3,4,4,3,0,10,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Eco",1788,3,3,3,5,3,3,4,4,4,4,0,16,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Eco",954,3,3,3,4,3,4,4,3,3,3,0,0,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Eco",581,1,1,3,3,1,3,3,2,4,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Eco",693,1,1,2,2,5,5,4,4,4,4,0,2,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business",1803,4,4,4,2,5,4,4,4,4,4,0,0,"satisfied"
"Male","disloyal Customer",34,"Eco",624,3,3,1,2,3,2,2,4,1,2,0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business",89,4,4,4,4,4,5,5,5,5,5,5,0,"satisfied"
"Male","disloyal Customer",23,"Business",226,5,5,3,2,5,2,2,2,4,1,2,4,"satisfied"
